Time (s),Uncertainty (s)
7.778633472197538,0.05
7.5579802935296865,0.05
7.614294350633908,0.05
7.554146887199621,0.05
7.531128409714989,0.05
7.848881779363877,0.05
7.642268052899792,0.05
7.487838113342943,0.05
7.906262112707516,0.05
7.80326815249329,0.05
7.549918369904307,0.05
7.6078675096096555,0.05
7.830216376070757,0.05
7.738886736145893,0.05
7.824431745245646,0.05
7.722693964867792,0.05
7.5699841327048265,0.05
7.785152710099937,0.05
7.848108008938262,0.05
7.7373193695863005,0.05
7.937108063578127,0.05
7.715781796561706,0.05
7.740737700970303,0.05
7.764638072397679,0.05
7.665077868731061,0.05
7.649430986175798,0.05
7.697040219492247,0.05
7.460980908709517,0.05
7.9522108260851265,0.05
7.787687015906221,0.05
7.535320793211743,0.05
7.802215862580922,0.05
7.585336174124509,0.05
7.812008087337919,0.05
7.557306498266691,0.05
7.766156838527339,0.05
7.872506680122167,0.05
7.529311587808113,0.05
7.804019878444341,0.05
7.6165474618369595,0.05
7.889689245402422,0.05
7.509547827813669,0.05
7.7228673712147184,0.05
7.81239205189192,0.05
7.727944212843945,0.05
7.784435174280564,0.05
7.816350124072704,0.05
7.799208980395993,0.05
7.826609900882934,0.05
7.78813795193482,0.05
7.726829770628196,0.05
7.608611624384781,0.05
7.645591143154861,0.05
7.682716097020151,0.05
8.060463839887975,0.05
7.692537425700902,0.05
7.832067049646305,0.05
7.493149917775933,0.05
8.0500451532813,0.05
7.896659071294437,0.05
7.964059814927725,0.05
7.729509564405395,0.05
7.989081238794164,0.05
7.8629042180925355,0.05
7.644658226205931,0.05
7.849209257807753,0.05
7.910898405160097,0.05
7.948474005721143,0.05
7.785213056216767,0.05
7.850622818185794,0.05
7.889397895547698,0.05
7.861825238992401,0.05
7.993808689032952,0.05
7.89327699195785,0.05
7.837588996671643,0.05
7.775722746407646,0.05
8.073535396835942,0.05
7.618501273018822,0.05
7.914690740979466,0.05
7.956815936483324,0.05
7.8970444700446665,0.05
7.581601786986638,0.05
7.667767823777325,0.05
7.647497110081996,0.05
7.6894618965502275,0.05
7.9527383818822655,0.05
7.811217421118646,0.05
7.730128271394231,0.05
7.880909689924179,0.05
7.649329722566232,0.05
7.923529286585785,0.05
7.75761665441574,0.05
7.743322325925089,0.05
7.921263612932444,0.05
7.659232198108825,0.05
7.956901316009786,0.05
7.749907689591908,0.05
7.559794092639725,0.05
7.4739978086699255,0.05
7.402257434967707,0.05
7.749557484672292,0.05
7.62640778013434,0.05
7.900771624780649,0.05
7.5669035148576045,0.05
7.6584631740309925,0.05
7.803274942812475,0.05
7.679394867674357,0.05
7.597488785697809,0.05
7.860779151894159,0.05
7.911230241709173,0.05
7.715387640335988,0.05
7.8132578425747,0.05
7.6642945960142255,0.05
7.7972691698212335,0.05
7.836688545300305,0.05
7.669464187744367,0.05
7.77910191149702,0.05
7.727015392236535,0.05
7.873558273222992,0.05
7.694436758198077,0.05
7.7390544443048155,0.05
7.7981506837794745,0.05
7.630280891079092,0.05
7.7719863827008,0.05
7.77189464241944,0.05
7.626089312976827,0.05
7.589411177926026,0.05
7.628944338376536,0.05
7.821987394223664,0.05
7.648495826967691,0.05
7.769457323685719,0.05
7.722316763559373,0.05
7.636377841344807,0.05
7.75574265722478,0.05
7.773760434473214,0.05
7.483587194810353,0.05
7.497168793389864,0.05
7.686779961763963,0.05
7.629951029169275,0.05
7.6164500617017215,0.05
7.704490426885263,0.05
7.7618239752549485,0.05
7.6371508769151895,0.05
7.597233644699094,0.05
7.872354350901989,0.05
7.345465445103059,0.05
7.995451497466396,0.05
7.617842876213492,0.05
7.820723174152425,0.05
7.543209468716619,0.05
7.685570079989964,0.05
8.002625823645586,0.05
7.739274598146937,0.05
7.481226710837912,0.05
7.743867952619772,0.05
7.609762275254902,0.05
7.6369126744326365,0.05
7.8804918928560195,0.05
7.715729847088638,0.05
7.961851562254526,0.05
7.546246438609934,0.05
8.006366838279163,0.05
7.607222598196385,0.05
7.677214297161092,0.05
7.557905263350932,0.05
7.6565066770266865,0.05
7.639237812182181,0.05
7.608688649173273,0.05
7.755058755186222,0.05
7.933651218548787,0.05
7.7721066212131005,0.05
7.626260962253675,0.05
7.718132891653954,0.05
7.639047259020354,0.05
7.542327843804078,0.05
7.798315556066073,0.05
7.632151082004708,0.05
7.866183969303544,0.05
7.560081505655569,0.05
7.925080070175201,0.05
7.82046569740841,0.05
7.428999863572368,0.05
7.620076549291045,0.05
7.525999345369447,0.05
7.611020310443006,0.05
7.941211183406843,0.05
7.7694602655814995,0.05
7.577478742991755,0.05
7.436577494586103,0.05
7.524592348462482,0.05
7.681036095944417,0.05
7.995182406964678,0.05
7.853863936427009,0.05
7.772702691786413,0.05
7.742266524410724,0.05
8.038803267935716,0.05
7.73544945414856,0.05
7.8873153758112045,0.05
7.707308321367001,0.05
7.619809666300397,0.05
7.692318288277686,0.05
7.553758956078601,0.05
7.557566372238764,0.05
7.521987542965266,0.05
7.85045911960443,0.05
7.673671480098459,0.05
7.659000960371212,0.05
7.789391000854184,0.05
8.050719409456997,0.05
7.861947010988585,0.05
7.565878948523771,0.05
7.556021391868706,0.05
7.843227610219428,0.05
7.592834334916827,0.05
7.692169254071677,0.05
7.670819214628374,0.05
7.761010190814272,0.05
7.591407356914225,0.05
7.763039921058623,0.05
7.77857783753932,0.05
7.705548527379759,0.05
7.654585681101532,0.05
7.56818697611648,0.05
7.869357926479941,0.05
7.746894225271913,0.05
7.794952510165348,0.05
7.389506444702924,0.05
7.671475340679127,0.05
7.910811662325151,0.05
7.634951323919357,0.05
7.729697754440468,0.05
7.834529086577297,0.05
7.703913068926079,0.05
7.674160787403403,0.05
7.467544182570793,0.05
7.783733248288022,0.05
7.588960156293364,0.05
7.766637943295783,0.05
7.517589265318542,0.05
7.555749495029818,0.05
7.88602964355685,0.05
7.773680300650168,0.05
7.583129902702396,0.05
7.774562563344727,0.05
7.618768262536329,0.05
7.741169077944306,0.05
7.86039389861844,0.05
7.739452872061154,0.05
7.718405946900311,0.05
7.618358356516479,0.05
7.660769933340699,0.05
7.624761695163847,0.05
7.695722059184444,0.05
7.796991033092286,0.05
7.550616010975143,0.05
7.655493489148642,0.05
7.8982307498685085,0.05
7.788085598094274,0.05
7.776822866162248,0.05
7.996098543905306,0.05
7.792067335320114,0.05
7.7284452101684735,0.05
7.701571992636039,0.05
7.795837646710152,0.05
7.610822148024541,0.05
7.843707584408388,0.05
7.656580745799056,0.05
7.9895583652901045,0.05
7.833337625190719,0.05
7.718195829776311,0.05
7.809380200506859,0.05
7.855067026486706,0.05
7.460852738039631,0.05
7.663651009808114,0.05
7.639620170922386,0.05
7.797032689280108,0.05
8.082613415230037,0.05
7.5767072059629585,0.05
7.793744130078265,0.05
7.781907483095355,0.05
7.643803709399635,0.05
7.65403731076008,0.05
7.72173942772837,0.05
7.847885038668143,0.05
7.7004774076396,0.05
7.570568654910576,0.05
7.880954988249171,0.05
7.3869171342494955,0.05
7.729620829368049,0.05
7.903387110741608,0.05
7.6178766986809325,0.05
7.780892603885289,0.05
7.739644795028197,0.05
7.58758523534166,0.05
7.821052878332196,0.05
7.945668301188653,0.05
7.862242233846367,0.05
7.663535041190468,0.05
7.998388861496023,0.05
7.635733670459928,0.05
7.432751013969372,0.05
7.789937846683363,0.05
7.554812340711582,0.05
7.839594877837039,0.05
7.634526953864424,0.05
7.645672951635166,0.05
7.480525246944069,0.05
7.825119752427153,0.05
7.499581133794523,0.05
7.69725336698074,0.05
7.712567285739932,0.05
7.684405579576263,0.05
7.676213650937709,0.05
7.7358449404145,0.05
7.776034256016815,0.05
7.779699026605983,0.05
7.766583547359057,0.05
7.768931393353794,0.05
7.908550279466878,0.05
7.423724201387209,0.05
7.7801848034164625,0.05
7.588103739882634,0.05
7.898874769155469,0.05
7.7069656474461485,0.05
7.802885843008269,0.05
7.763125566713519,0.05
7.68335312106617,0.05
7.69953413926265,0.05
7.768862329549659,0.05
7.798200539095368,0.05
7.625354363977093,0.05
7.793265434664735,0.05
7.660526635653971,0.05
7.768242396876272,0.05
7.586182126404941,0.05
7.815867757770473,0.05
7.684097220221803,0.05
7.654309481585674,0.05
7.659327107786887,0.05
7.675597514833732,0.05
7.476513555120278,0.05
7.6977668003639295,0.05
7.697274509511665,0.05
7.822914076853582,0.05
7.864307953418315,0.05
7.6423081610917505,0.05
7.820669731054939,0.05
7.848656082338555,0.05
7.63596845144938,0.05
7.586527316034483,0.05
7.568786360762498,0.05
7.595104987849172,0.05
7.595870047158297,0.05
7.871449063915896,0.05
7.687554345467652,0.05
7.926097758457514,0.05
7.70118170154123,0.05
7.735613263242363,0.05
7.953791501810107,0.05
7.863962034924648,0.05
7.770324267279447,0.05
7.734079058292843,0.05
7.720249759004934,0.05
7.538580786569251,0.05
7.890840279929965,0.05
7.713351901217879,0.05
7.663799581872834,0.05
7.663661100651747,0.05
7.708459796609456,0.05
7.658756002274963,0.05
7.827205572373197,0.05
7.764667442630821,0.05
7.5637485986908946,0.05
7.757456602826227,0.05
7.754989934386788,0.05
7.729269671753705,0.05
7.681985351957443,0.05
7.725095700726416,0.05
7.746409558603477,0.05
7.742844363371956,0.05
7.707963589527703,0.05
7.792422287807199,0.05
7.82425859242903,0.05
7.642119214515323,0.05
7.876995243548843,0.05
7.76629513588777,0.05
7.804970981650412,0.05
7.556128278882601,0.05
7.66976180364155,0.05
7.822117164719339,0.05
7.649426890340905,0.05
7.726912839812718,0.05
7.659144677773955,0.05
7.678651069994084,0.05
7.773998228600546,0.05
7.957290718352735,0.05
7.952462963165248,0.05
7.780101464987803,0.05
7.8159402252715156,0.05
7.568238528349068,0.05
7.709567518431728,0.05
7.753425773221215,0.05
7.59844804139777,0.05
7.40859962882337,0.05
7.449972579577409,0.05
7.8922067295623615,0.05
7.6623530640936925,0.05
7.442021969085134,0.05
7.928917712308747,0.05
7.635255666658721,0.05
7.7236980020971195,0.05
8.017909329548377,0.05
7.835566820891307,0.05
7.759942634711187,0.05
7.839281901104669,0.05
7.50598116928781,0.05
7.595757403400948,0.05
7.716589063595052,0.05
7.967179969923575,0.05
7.583220136984231,0.05
7.915279896001311,0.05
7.890898172931934,0.05
7.816304435532053,0.05
7.574884278668318,0.05
7.808338158117368,0.05
7.643815645151594,0.05
7.782675266097993,0.05
7.697866484794662,0.05
8.0705272148501,0.05
7.826384132740775,0.05
7.627334488936717,0.05
7.691130735304317,0.05
7.729415768612253,0.05
7.659167067925621,0.05
7.516242409181905,0.05
8.01630560083823,0.05
7.33086627509552,0.05
7.620401542751395,0.05
7.758564297574646,0.05
7.6424172601279805,0.05
7.787060607487157,0.05
7.697548640333014,0.05
7.639546539021892,0.05
7.686532622683607,0.05
7.770466071303458,0.05
8.002747324634912,0.05
7.740918757137348,0.05
7.80736932634977,0.05
7.883094530556312,0.05
7.758279463024467,0.05
7.755254899804247,0.05
7.6368112689137,0.05
7.682828218212028,0.05
7.822566777962544,0.05
7.94158700866314,0.05
7.696296274087576,0.05
7.601791409157819,0.05
7.843623417601423,0.05
7.695418517543337,0.05
7.580700109993547,0.05
7.836755858256058,0.05
7.719762206705398,0.05
7.468544760738136,0.05
7.728000226455152,0.05
7.849647808183469,0.05
7.597277067631081,0.05
7.82898427053948,0.05
7.901606819586543,0.05
7.574697633610437,0.05
7.673279681544841,0.05
7.907541137950056,0.05
7.684152356409855,0.05
8.003705940123842,0.05
7.559682864997669,0.05
7.604536152565625,0.05
7.597910674635999,0.05
7.658125970943957,0.05
7.831541163991858,0.05
7.840300743456976,0.05
7.9589537527677505,0.05
7.763172301927727,0.05
7.765136342116696,0.05
7.47509503723453,0.05
7.556273274425725,0.05
7.817127081958041,0.05
7.682674567681078,0.05
7.737255489525388,0.05
7.629087195013665,0.05
7.688669023328662,0.05
7.588413170486092,0.05
7.726615703792378,0.05
7.644275238902022,0.05
7.3684575389428995,0.05
7.482385227605255,0.05
7.678166539823465,0.05
7.675867056837655,0.05
7.874348775690491,0.05
7.953635001363331,0.05
7.667690159043336,0.05
7.89437324218575,0.05
8.000842156167637,0.05
7.682121716084867,0.05
7.642527100305426,0.05
7.836475336345216,0.05
7.789919969628582,0.05
7.812998895200873,0.05
7.958548221762332,0.05
7.618281187125964,0.05
7.721033032162345,0.05
7.723646053232271,0.05
7.698197837841124,0.05
7.871272497123829,0.05
7.632507336828449,0.05
7.837277052533734,0.05
7.71236969024568,0.05
7.556662356472282,0.05
7.78654586723581,0.05
7.4827739671886295,0.05
7.834115015143786,0.05
7.995206114517493,0.05
7.512697484093811,0.05
7.5760766217288635,0.05
7.760938997073434,0.05
7.691500669719998,0.05
7.676572806876799,0.05
7.887711616937807,0.05
7.743944468354309,0.05
7.739067762203094,0.05
7.788078979857851,0.05
7.654754730723545,0.05
7.63992292902072,0.05
7.804229620182957,0.05
7.691469915059045,0.05
7.653961450813065,0.05
7.88961693113454,0.05
7.700788065719561,0.05
7.75374884958415,0.05
7.7973943572894076,0.05
7.817473478252917,0.05
7.657249235162447,0.05
7.926886760746297,0.05
7.610124112626875,0.05
7.838528077041831,0.05
7.723493806922709,0.05
7.863422521314227,0.05
7.704346986049541,0.05
7.65026878635671,0.05
7.790501463996468,0.05
7.4168455047974735,0.05
7.863944225629887,0.05
7.86439394609239,0.05
7.744420495671804,0.05
7.49996585913455,0.05
7.7575697625843265,0.05
7.763527124750611,0.05
7.845377630163862,0.05
7.592285924358105,0.05
7.924050456093282,0.05
7.8052149105655255,0.05
7.443688810606478,0.05
8.00690342320691,0.05
7.6619784598289975,0.05
7.824978712535188,0.05
7.859080298009856,0.05
7.898429305692673,0.05
7.830118720556655,0.05
8.003097160977712,0.05
7.748085210568972,0.05
7.596677771964335,0.05
7.902380112463766,0.05
7.6726502802526895,0.05
7.7269330545735215,0.05
7.521094890124908,0.05
7.823773023726754,0.05
7.8344282754472,0.05
7.481800044816411,0.05
7.7122180055374265,0.05
7.771534366054358,0.05
7.773783891801122,0.05
7.650011096277257,0.05
7.63733326303352,0.05
7.763959455101522,0.05
7.660045129993798,0.05
7.647884290992419,0.05
7.885406273143455,0.05
7.697710738302062,0.05
7.838604509213216,0.05
7.484110605446493,0.05
7.846316879434807,0.05
7.736254620286958,0.05
7.812741592090547,0.05
7.829211541499612,0.05
7.767231833436888,0.05
7.704183931781474,0.05
7.811867040602007,0.05
7.781166933167759,0.05
7.648963078457288,0.05
7.644685093203119,0.05
7.847633664431399,0.05
7.438606646630274,0.05
7.609346881810439,0.05
7.8499913960978,0.05
7.595668805086928,0.05
7.711247395874105,0.05
7.943668613764772,0.05
7.5718062839409175,0.05
7.708951031302511,0.05
7.689330928531547,0.05
7.732564903505882,0.05
7.843765263825676,0.05
7.59790070364491,0.05
7.666500899591369,0.05
7.810203577119201,0.05
7.833961734045327,0.05
7.73386806937112,0.05
7.695145561361854,0.05
7.428073658279871,0.05
7.4958198693093046,0.05
7.674965799537136,0.05
7.812837621784292,0.05
7.555051274766845,0.05
7.66762007572875,0.05
7.548339851992923,0.05
8.111978204387167,0.05
7.784403891321953,0.05
7.811098355010274,0.05
7.692656927701997,0.05
7.681424244079982,0.05
7.9123065362186145,0.05
7.78415269185308,0.05
7.62384596892411,0.05
7.721427301131,0.05
7.804386504454452,0.05
7.8313376645780535,0.05
7.592258735422751,0.05
7.567372665496704,0.05
7.749564947678438,0.05
7.635045368023622,0.05
7.80305540556624,0.05
7.946641998606711,0.05
7.592515126224037,0.05
7.823064663937281,0.05
7.770938247434449,0.05
7.599519605404741,0.05
7.88726989293351,0.05
7.474965908420072,0.05
7.722960086017878,0.05
7.830244808135596,0.05
7.768068013391158,0.05
7.6480864315982355,0.05
7.618289382179308,0.05
7.570089999082582,0.05
7.8075151653132595,0.05
7.748533134193027,0.05
7.624536287661797,0.05
7.722577408403334,0.05
7.753903385034683,0.05
7.7435421963758975,0.05
7.530287917896243,0.05
7.692753287612005,0.05
7.704771185361091,0.05
7.893359172444762,0.05
7.825331436441524,0.05
7.7445485882425436,0.05
7.833337442861538,0.05
7.676188513047259,0.05
7.58869094618847,0.05
7.921881243160853,0.05
7.787017101051707,0.05
7.795263627621691,0.05
7.719826187682885,0.05
7.784715851114999,0.05
7.871079423822802,0.05
7.544511477787113,0.05
7.6682905156739665,0.05
7.870389534194735,0.05
7.5849824206395,0.05
7.743245059769457,0.05
7.751964901062333,0.05
7.779874462163207,0.05
7.575578360413139,0.05
7.418646980538035,0.05
8.079954825389677,0.05
7.627924754112171,0.05
7.486872036565907,0.05
7.72257880481396,0.05
7.783938360646858,0.05
7.624604859452657,0.05
7.76483977534314,0.05
7.6270233472640205,0.05
7.90895259325902,0.05
7.843856110998144,0.05
7.672631251265831,0.05
7.951584717408523,0.05
7.6934616611633775,0.05
7.6405110809008585,0.05
7.978197906051014,0.05
7.811671007798328,0.05
7.659244775944097,0.05
7.820266232022099,0.05
7.592790578638504,0.05
7.602673975079856,0.05
7.393151316929557,0.05
7.76584914873667,0.05
7.701963928490625,0.05
7.624401989497654,0.05
7.714225471409434,0.05
7.876447342593886,0.05
7.704878480358463,0.05
7.91653963321783,0.05
7.910473125064433,0.05
7.61707991866276,0.05
7.780317594101312,0.05
7.663941209120275,0.05
7.878836192465075,0.05
7.875245043347002,0.05
7.844734686674535,0.05
7.787666017711699,0.05
7.580784858959293,0.05
7.5044277377757815,0.05
7.448257098357948,0.05
7.7074085521499685,0.05
7.646284729720271,0.05
7.8086230364749545,0.05
7.637504341243165,0.05
7.908426084559874,0.05
7.665153902704248,0.05
7.766734543644225,0.05
7.577431331332318,0.05
7.55630174883544,0.05
7.605064874037022,0.05
8.016944995110066,0.05
7.683621505213122,0.05
7.8222495266087,0.05
8.036967972210252,0.05
7.737160148216645,0.05
7.635829471674845,0.05
7.5163229287072095,0.05
7.569587068592975,0.05
7.664931754503604,0.05
7.8156087702395665,0.05
7.713563884391525,0.05
7.939203664267338,0.05
7.486015385861919,0.05
7.700195924075801,0.05
7.489212982587794,0.05
7.708569621572174,0.05
7.668605508717933,0.05
7.586511607065732,0.05
7.344978500924671,0.05
7.992497909538332,0.05
7.856555523281058,0.05
7.625288721126689,0.05
7.761032357664593,0.05
7.745781908225415,0.05
7.983335127816707,0.05
7.40782824805873,0.05
7.447376172745955,0.05
7.78944183837893,0.05
7.542185716047878,0.05
7.630883876203818,0.05
7.435926746466829,0.05
7.426512974513838,0.05
7.708632918441943,0.05
7.727588556868346,0.05
7.715927513145996,0.05
7.43568122309803,0.05
7.447619170040804,0.05
7.673361901538447,0.05
7.626952236836571,0.05
7.773869072761035,0.05
7.8971888301859545,0.05
7.9591088438218796,0.05
7.993283052732865,0.05
7.87085388325897,0.05
7.758624477973147,0.05
7.822941469501837,0.05
7.7394047184335815,0.05
7.911848800282229,0.05
7.782465102150791,0.05
7.804397926776006,0.05
7.875567076784576,0.05
7.713736257191075,0.05
7.6580422026462465,0.05
7.722560046942016,0.05
7.6629751980388905,0.05
7.689214568564204,0.05
7.636456107776068,0.05
7.718799630303906,0.05
7.709300813548824,0.05
7.782792115062478,0.05
7.627326240251182,0.05
7.611438164574269,0.05
7.67243058584559,0.05
7.746081706831503,0.05
7.543669913764087,0.05
7.916414187446756,0.05
7.736584341879323,0.05
7.759986975432459,0.05
7.9359594855340685,0.05
7.846551313342122,0.05
7.553587535021633,0.05
7.652419374328017,0.05
7.806364261546846,0.05
7.784017906794467,0.05
7.894727532458114,0.05
7.603301944783673,0.05
7.807553260641821,0.05
7.843516395024301,0.05
7.79456912667633,0.05
7.729842277122868,0.05
7.538691140527543,0.05
7.694819454042305,0.05
7.560666620774348,0.05
7.601686391437267,0.05
7.398143216419654,0.05
7.611487236962576,0.05
7.738856225849631,0.05
7.615556630721689,0.05
7.716007103115078,0.05
7.619597576891108,0.05
7.697463858610687,0.05
7.614763816838165,0.05
7.82155370779787,0.05
7.6643856190266195,0.05
7.7945297609854896,0.05
7.7478197004416645,0.05
7.380429924165636,0.05
7.718143543381755,0.05
7.608979573531356,0.05
7.656907768594112,0.05
7.726486863829377,0.05
7.7727963456242515,0.05
7.841867858596325,0.05
7.730656089644496,0.05
7.8565079074615785,0.05
7.74831465612402,0.05
7.657093103811558,0.05
7.449762676629721,0.05
7.802807317572687,0.05
7.598413930321483,0.05
7.694025738087458,0.05
7.787081133773516,0.05
7.846717473073779,0.05
7.7681910467039526,0.05
7.756077059909705,0.05
7.8195050964093555,0.05
7.889707906739198,0.05
7.538368989578867,0.05
7.773484377094847,0.05
7.5583994634861105,0.05
7.693846979495307,0.05
7.76331492585034,0.05
7.9039139812240125,0.05
7.737337898366086,0.05
7.733620739661295,0.05
7.841034430689334,0.05
7.5718086568225464,0.05
7.663493263362313,0.05
7.7628961087332975,0.05
7.598060405288559,0.05
7.773602250677266,0.05
7.824171262706214,0.05
7.859991329214842,0.05
7.735518949611874,0.05
7.6404603106667235,0.05
7.9344225392137275,0.05
7.9476433847677175,0.05
7.733120411422255,0.05
7.572277557068707,0.05
7.637821021780277,0.05
7.821618939415159,0.05
7.766414201077278,0.05
7.7089784717676695,0.05
7.6282348696982165,0.05
7.295223457531321,0.05
7.815758150109116,0.05
7.638207753763435,0.05
7.76082067395685,0.05
7.761374716742761,0.05
7.748317175613218,0.05
7.965618007177004,0.05
7.750830395735238,0.05
7.881763875090427,0.05
7.889597309411678,0.05
7.7563345799378265,0.05
7.651867172096555,0.05
7.914516083495275,0.05
7.849256393979229,0.05
7.924046320710151,0.05
7.533817814220084,0.05
7.835032624684232,0.05
7.765210821359711,0.05
7.830576111478377,0.05
7.594033874768466,0.05
7.823744106346119,0.05
7.563960735220619,0.05
7.82914735788095,0.05
7.7910025071661355,0.05
7.657767062522741,0.05
7.815802744215557,0.05
7.855809829868668,0.05
7.616873040559891,0.05
7.774503384838515,0.05
7.799497017271645,0.05
7.8789318429528885,0.05
7.723836148045531,0.05
7.664900929496109,0.05
7.734129485667611,0.05
7.617215189880091,0.05
7.633656926412326,0.05
7.690693404092589,0.05
7.776150210551703,0.05
7.701245808839871,0.05
7.653004161880065,0.05
7.927173021089364,0.05
7.58744504266954,0.05
7.674846966361091,0.05
7.8739049375988115,0.05
7.5365289198691094,0.05
7.689603816148234,0.05
7.955687561175349,0.05
7.700629291988217,0.05
7.837687755070471,0.05
7.5478394827286195,0.05
7.629532280145427,0.05
7.739565231149843,0.05
7.663823678840946,0.05
7.672604534916888,0.05
7.748669642491605,0.05
7.696344775401366,0.05
7.697303557883277,0.05
7.69939475019992,0.05
7.780712202302481,0.05
7.6423446646818505,0.05
7.5834383557414755,0.05
7.852334048446825,0.05
7.621158693221221,0.05
7.733776321027803,0.05
7.689204735416931,0.05
7.905801841070608,0.05
7.717703611605416,0.05
7.787188270198079,0.05
7.635036077985033,0.05
7.782039980994389,0.05
7.603218017573216,0.05
7.728761758209793,0.05
7.737057492987433,0.05
7.680568991704453,0.05
7.759874254777637,0.05
7.771455412356432,0.05
7.906261350261858,0.05
7.733229973228055,0.05
7.825083906889974,0.05
7.4299185829147385,0.05
7.674871132170851,0.05
7.478999998202433,0.05
7.787959616432452,0.05
8.017226388455239,0.05
7.777638801545536,0.05
7.837060692113867,0.05
7.741360906289122,0.05
7.650842343557065,0.05
7.677221588295139,0.05
7.668838834694447,0.05
7.780765844803578,0.05
7.975234074385854,0.05
7.815788321302603,0.05
7.60397861430403,0.05
7.743551272880581,0.05
7.87736407058529,0.05
7.830180678428452,0.05
7.928192497066021,0.05
7.656200301958072,0.05
7.805066831661107,0.05
7.842372239692083,0.05
7.688076594698501,0.05
7.7183003938875885,0.05
7.704430791468766,0.05
7.8239054524308855,0.05
7.6541043812176275,0.05
7.612675608721237,0.05
8.028995855343624,0.05
7.7531444095803375,0.05
7.719247642836476,0.05
7.752228796283968,0.05
7.5629177967179855,0.05
7.79922266809776,0.05
7.708536329046566,0.05
7.73909142463224,0.05
7.540846656839478,0.05
7.811800271437289,0.05
7.8013364505196225,0.05
7.944407904863814,0.05
7.495815995544631,0.05
7.717473837116478,0.05
7.801691070419575,0.05
7.677393147386614,0.05
7.688159647408839,0.05
7.831680201018882,0.05
7.717238357785468,0.05
7.731125534827383,0.05
7.874485730586755,0.05
7.727376346568681,0.05
7.698690249165543,0.05
7.877379993346331,0.05
7.542893651597444,0.05
7.779228379562941,0.05
7.586767923023499,0.05
7.678662380065461,0.05
7.603712407739323,0.05
7.832385241881457,0.05
7.885858142241819,0.05
7.745146303834803,0.05
7.931533762995174,0.05
7.705180418921264,0.05
7.642435658146355,0.05
7.813296682040919,0.05
7.535555583259812,0.05
7.812538589449335,0.05
7.657658123342575,0.05
7.5908824050464085,0.05
7.475509356945384,0.05
7.681377291555957,0.05
7.692631159584388,0.05
7.6880438839239025,0.05
7.501823802328133,0.05
7.630618898541025,0.05
7.63849707711494,0.05
7.612435675795232,0.05
7.722483574689379,0.05
7.720622364460478,0.05
7.755014937328044,0.05
8.081545580018986,0.05
7.9142246338802815,0.05
7.70598285788844,0.05
7.616382154210584,0.05
8.00999126128952,0.05
7.69213232022862,0.05
7.543267997780205,0.05
7.530662315536841,0.05
7.89484238146958,0.05
7.615442643943001,0.05
7.694978646959909,0.05
7.793910974264953,0.05
7.8476801357490755,0.05
7.715526007370625,0.05
7.649334357479715,0.05
7.901923323308386,0.05
7.879602723800596,0.05
7.946446359592649,0.05
7.895520982674153,0.05
7.54199515967555,0.05
7.5476898054467325,0.05
7.74995978023541,0.05
7.558986498359057,0.05
7.8859348678891115,0.05
7.933520111572861,0.05
7.6078630633835145,0.05
7.76719669268822,0.05
7.743233728376067,0.05
7.790125903809652,0.05
7.9092209467489685,0.05
7.723099527853247,0.05
7.8344612735087305,0.05
7.742238196147992,0.05
7.47095038526977,0.05
7.865270943583559,0.05
7.731042098672518,0.05
7.843346877867122,0.05
7.603338255850359,0.05
7.646336251209032,0.05
7.508526884692676,0.05
7.62670891570395,0.05
7.651603668350013,0.05
7.834114962057839,0.05
7.891565755361958,0.05
7.630667126286654,0.05
7.772360669311652,0.05
7.730074372278655,0.05
7.775553832048296,0.05
7.762616661893077,0.05
7.591415346854683,0.05
7.575902356700839,0.05
7.671214880779476,0.05
7.631049211412733,0.05
7.8184013282587825,0.05
7.702755658339855,0.05
7.610900975625985,0.05
7.973912044491837,0.05
7.913478929926131,0.05
7.684568087847771,0.05
7.533019681659955,0.05
7.870398865668351,0.05
7.458490258574715,0.05
7.781984628438226,0.05
7.778665513711715,0.05
7.855207552567226,0.05
7.74747336025101,0.05
7.716850994419775,0.05
7.720306998136161,0.05
7.378886125707792,0.05
7.644949217340171,0.05
7.775106115456802,0.05
7.660243704158748,0.05
7.5714835795273,0.05
7.8034588239493266,0.05
7.701617924313171,0.05
7.644767946745078,0.05
7.738837111802514,0.05
7.903250176648826,0.05
7.9257968781605594,0.05
7.735430103361535,0.05
7.770132484910386,0.05
7.638562233052797,0.05
7.597799382665428,0.05
7.836204380248311,0.05
7.969750441606612,0.05
7.862553270850188,0.05
7.731639655578467,0.05
7.63251329919039,0.05
7.683295179788807,0.05
7.870789569410475,0.05
7.556434525202838,0.05
7.577183135904155,0.05
7.894465772267998,0.05
7.690455947147135,0.05
7.668530944507117,0.05
7.461078504730923,0.05
7.683509944355531,0.05
7.685981558870849,0.05
7.6409709858742225,0.05
7.853803784344657,0.05
7.747260207148926,0.05
7.728389238298085,0.05
7.923596557698502,0.05
7.622405634754357,0.05
7.787069680821797,0.05
7.783440824909809,0.05
7.347767582530274,0.05
7.698058671126874,0.05
7.921993436222395,0.05
7.691692626437877,0.05
7.843782045994404,0.05
7.722888044227288,0.05
7.457985820275537,0.05
7.786954749127786,0.05
7.772591258482195,0.05
7.611337874153312,0.05
7.5022597494101655,0.05
7.776214278038401,0.05
7.517551401784983,0.05
7.817384802655688,0.05
7.793409051207893,0.05
7.80673341579325,0.05
